Drug1,Drug2,cell,drug1_db,drug2_db,synergy,sideeffect,synergistic
5-FU,ALLOPURINOL,13,663,151,-7.56,0,0
MEGESTROL ACETATE,HYDROXYUREA,3,219,352,-1.19,0,0
MEGESTROL ACETATE,HYDROXYUREA,14,219,352,-1.62,0,0
MEGESTROL ACETATE,HYDROXYUREA,48,219,352,-0.3,0,0
MEGESTROL ACETATE,HYDROXYUREA,13,219,352,-2.13,0,0
MEGESTROL ACETATE,HYDROXYUREA,35,219,352,-1.49,0,0
MEGESTROL ACETATE,HYDROXYUREA,70,219,352,-2.42,0,0
MEGESTROL ACETATE,HYDROXYUREA,53,219,352,2.92,0,1
MEGESTROL ACETATE,HYDROXYUREA,37,219,352,0.63,0,1
MEGESTROL ACETATE,HYDROXYUREA,50,219,352,3.81,0,1
MEGESTROL ACETATE,HYDROXYUREA,25,219,352,4.7,0,1
MEGESTROL ACETATE,HYDROXYUREA,19,219,352,2.63,0,1
MEGESTROL ACETATE,HYDROXYUREA,17,219,352,3.07,0,1
MEGESTROL ACETATE,HYDROXYUREA,4,219,352,2.95,0,1
MEGESTROL ACETATE,HYDROXYUREA,21,219,352,-2.81,0,0
MEGESTROL ACETATE,HYDROXYUREA,54,219,352,7.37,0,1
MEGESTROL ACETATE,HYDROXYUREA,20,219,352,-0.85,0,0
MEGESTROL ACETATE,HYDROXYUREA,57,219,352,-2.1,0,0
MEGESTROL ACETATE,HYDROXYUREA,38,219,352,0.12,0,1
MEGESTROL ACETATE,HYDROXYUREA,30,219,352,1.62,0,1
MEGESTROL ACETATE,HYDROXYUREA,31,219,352,-2.75,0,0
MEGESTROL ACETATE,HYDROXYUREA,73,219,352,-7.64,0,0
MEGESTROL ACETATE,HYDROXYUREA,71,219,352,-5.64,0,0
MEGESTROL ACETATE,HYDROXYUREA,55,219,352,1.55,0,1
MEGESTROL ACETATE,HYDROXYUREA,8,219,352,-0.25,0,0
MEGESTROL ACETATE,HYDROXYUREA,36,219,352,-3.42,0,0
MEGESTROL ACETATE,HYDROXYUREA,42,219,352,-4.46,0,0
MEGESTROL ACETATE,HYDROXYUREA,52,219,352,-7.05,0,0
MEGESTROL ACETATE,HYDROXYUREA,39,219,352,-2.47,0,0
MEGESTROL ACETATE,HYDROXYUREA,66,219,352,-0.92,0,0
MEGESTROL ACETATE,HYDROXYUREA,41,219,352,0.1,0,1
MEGESTROL ACETATE,HYDROXYUREA,18,219,352,2.55,0,1
MEGESTROL ACETATE,HYDROXYUREA,46,219,352,2.77,0,1
MEGESTROL ACETATE,HYDROXYUREA,12,219,352,-4.04,0,0
MEGESTROL ACETATE,HYDROXYUREA,16,219,352,2.01,0,1
MEGESTROL ACETATE,HYDROXYUREA,45,219,352,-0.12,0,0
MEGESTROL ACETATE,HYDROXYUREA,33,219,352,-0.32,0,0
MEGESTROL ACETATE,HYDROXYUREA,63,219,352,0.95,0,1
MEGESTROL ACETATE,HYDROXYUREA,60,219,352,0.7,0,1
MEGESTROL ACETATE,HYDROXYUREA,32,219,352,-2.63,0,0
MEGESTROL ACETATE,HYDROXYUREA,29,219,352,0.54,0,1
MEGESTROL ACETATE,HYDROXYUREA,5,219,352,1.52,0,1
LOMUSTINE,HYDROXYUREA,48,566,352,-6.08,0,0
LOMUSTINE,HYDROXYUREA,13,566,352,-0.52,0,0
LOMUSTINE,HYDROXYUREA,3,566,352,-6.45,0,0
LOMUSTINE,HYDROXYUREA,14,566,352,-9.51,0,0
LOMUSTINE,HYDROXYUREA,50,566,352,-2.92,0,0
LOMUSTINE,HYDROXYUREA,37,566,352,-1.61,0,0
LOMUSTINE,HYDROXYUREA,70,566,352,-9.22,0,0
LOMUSTINE,HYDROXYUREA,53,566,352,0.84,0,1
LOMUSTINE,HYDROXYUREA,35,566,352,-2.74,0,0
LOMUSTINE,HYDROXYUREA,17,566,352,-2.55,0,0
LOMUSTINE,HYDROXYUREA,25,566,352,-1.99,0,0
LOMUSTINE,HYDROXYUREA,19,566,352,0.18,0,1
LOMUSTINE,HYDROXYUREA,20,566,352,-5.89,0,0
LOMUSTINE,HYDROXYUREA,54,566,352,0.23,0,1
LOMUSTINE,HYDROXYUREA,21,566,352,-8.04,0,0
LOMUSTINE,HYDROXYUREA,4,566,352,-4.5,0,0
LOMUSTINE,HYDROXYUREA,31,566,352,-1.13,0,0
LOMUSTINE,HYDROXYUREA,73,566,352,-12.72,0,0
LOMUSTINE,HYDROXYUREA,30,566,352,5.85,0,1
LOMUSTINE,HYDROXYUREA,57,566,352,-5.39,0,0
LOMUSTINE,HYDROXYUREA,38,566,352,-5.5,0,0
LOMUSTINE,HYDROXYUREA,42,566,352,-7.48,0,0
LOMUSTINE,HYDROXYUREA,52,566,352,-7.2,0,0
LOMUSTINE,HYDROXYUREA,8,566,352,-2.93,0,0
LOMUSTINE,HYDROXYUREA,36,566,352,-4.55,0,0
LOMUSTINE,HYDROXYUREA,55,566,352,-2.25,0,0
LOMUSTINE,HYDROXYUREA,71,566,352,-10.33,0,0
LOMUSTINE,HYDROXYUREA,12,566,352,-6.41,0,0
LOMUSTINE,HYDROXYUREA,16,566,352,0.39,0,1
LOMUSTINE,HYDROXYUREA,18,566,352,-0.24,0,0
LOMUSTINE,HYDROXYUREA,46,566,352,-0.68,0,0
LOMUSTINE,HYDROXYUREA,41,566,352,-5.04,0,0
LOMUSTINE,HYDROXYUREA,39,566,352,-7.8,0,0
LOMUSTINE,HYDROXYUREA,66,566,352,4.58,0,1
LOMUSTINE,HYDROXYUREA,29,566,352,-2.77,0,0
LOMUSTINE,HYDROXYUREA,5,566,352,-4.08,0,0
LOMUSTINE,HYDROXYUREA,60,566,352,0.74,0,1
LOMUSTINE,HYDROXYUREA,32,566,352,-7.18,0,0
LOMUSTINE,HYDROXYUREA,63,566,352,-6.23,0,0
LOMUSTINE,HYDROXYUREA,45,566,352,-6.6,0,0
LOMUSTINE,HYDROXYUREA,33,566,352,-0.41,0,0
TENIPOSIDE,ALLOPURINOL,37,589,151,-7.74,0,0
TENIPOSIDE,ALLOPURINOL,50,589,151,-1.16,0,0
TENIPOSIDE,ALLOPURINOL,35,589,151,3.96,0,1
TENIPOSIDE,ALLOPURINOL,70,589,151,-1.59,0,0
TENIPOSIDE,ALLOPURINOL,53,589,151,-3.62,0,0
TENIPOSIDE,ALLOPURINOL,48,589,151,-5.79,0,0
TENIPOSIDE,ALLOPURINOL,13,589,151,-9.41,0,0
TENIPOSIDE,ALLOPURINOL,61,589,151,-8.18,0,0
TENIPOSIDE,ALLOPURINOL,14,589,151,-8.47,0,0
TENIPOSIDE,ALLOPURINOL,54,589,151,-4.11,0,0
TENIPOSIDE,ALLOPURINOL,20,589,151,-5.68,0,0
TENIPOSIDE,ALLOPURINOL,4,589,151,3.1,0,1
TENIPOSIDE,ALLOPURINOL,21,589,151,-6.49,0,0
TENIPOSIDE,ALLOPURINOL,25,589,151,-9.09,0,0
TENIPOSIDE,ALLOPURINOL,19,589,151,0.14,0,1
TENIPOSIDE,ALLOPURINOL,17,589,151,-2.4,0,0
TENIPOSIDE,ALLOPURINOL,8,589,151,-1.32,0,0
TENIPOSIDE,ALLOPURINOL,36,589,151,-2.37,0,0
TENIPOSIDE,ALLOPURINOL,42,589,151,-1.36,0,0
TENIPOSIDE,ALLOPURINOL,52,589,151,-4.03,0,0
TENIPOSIDE,ALLOPURINOL,71,589,151,3.39,0,1
TENIPOSIDE,ALLOPURINOL,55,589,151,-0.48,0,0
TENIPOSIDE,ALLOPURINOL,30,589,151,3.06,0,1
TENIPOSIDE,ALLOPURINOL,31,589,151,1.2,0,1
TENIPOSIDE,ALLOPURINOL,73,589,151,8.5,0,1
TENIPOSIDE,ALLOPURINOL,57,589,151,0.65,0,1
TENIPOSIDE,ALLOPURINOL,38,589,151,-2.19,0,0
TENIPOSIDE,ALLOPURINOL,60,589,151,-0.91,0,0
TENIPOSIDE,ALLOPURINOL,32,589,151,-5.66,0,0
TENIPOSIDE,ALLOPURINOL,29,589,151,-5.78,0,0
TENIPOSIDE,ALLOPURINOL,5,589,151,-6.23,0,0
TENIPOSIDE,ALLOPURINOL,45,589,151,-9.79,0,0
TENIPOSIDE,ALLOPURINOL,33,589,151,4.23,0,1
TENIPOSIDE,ALLOPURINOL,63,589,151,-3.28,0,0
TENIPOSIDE,ALLOPURINOL,18,589,151,-3.34,0,0
TENIPOSIDE,ALLOPURINOL,46,589,151,0.52,0,1
TENIPOSIDE,ALLOPURINOL,12,589,151,0.71,0,1
TENIPOSIDE,ALLOPURINOL,16,589,151,-3.54,0,0
TENIPOSIDE,ALLOPURINOL,39,589,151,0.75,0,1
TENIPOSIDE,ALLOPURINOL,66,589,151,10.07,0,1
TENIPOSIDE,ALLOPURINOL,41,589,151,-0.86,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,4,65,352,14.88,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,21,65,352,-8.5,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,54,65,352,4.73,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,20,65,352,-6.45,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,25,65,352,-1.7,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,19,65,352,-1.44,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,17,65,352,0.2,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,35,65,352,1.38,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,70,65,352,-1.94,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,53,65,352,0.49,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,37,65,352,-1.94,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,50,65,352,7.93,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,3,65,352,0.75,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,14,65,352,-5.36,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,48,65,352,-6.9,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,13,65,352,7.64,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,45,65,352,-5.14,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,33,65,352,5.27,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,63,65,352,2.95,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,60,65,352,2.93,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,32,65,352,-5.78,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,29,65,352,2.66,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,5,65,352,-6.18,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,39,65,352,0.15,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,66,65,352,13.73,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,41,65,352,8.62,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,18,65,352,-0.39,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,46,65,352,2.4,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,12,65,352,-2.69,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,16,65,352,-0.02,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,71,65,352,-3.08,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,55,65,352,2.2,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,8,65,352,-7.67,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,36,65,352,-6.51,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,42,65,352,-5.78,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,52,65,352,0.26,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,57,65,352,-4.17,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,38,65,352,-7.91,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,30,65,352,-2.41,0,0
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,31,65,352,1.75,0,1
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,73,65,352,-1.73,0,0
MEGESTROL ACETATE,ALLOPURINOL,39,219,151,0.7,0,1
MEGESTROL ACETATE,ALLOPURINOL,66,219,151,2.1,0,1
MEGESTROL ACETATE,ALLOPURINOL,41,219,151,0.31,0,1
MEGESTROL ACETATE,ALLOPURINOL,18,219,151,3.47,0,1
MEGESTROL ACETATE,ALLOPURINOL,46,219,151,3.52,0,1
MEGESTROL ACETATE,ALLOPURINOL,12,219,151,-1.93,0,0
MEGESTROL ACETATE,ALLOPURINOL,16,219,151,-2.53,0,0
MEGESTROL ACETATE,ALLOPURINOL,45,219,151,5.05,0,1
MEGESTROL ACETATE,ALLOPURINOL,33,219,151,-6.69,0,0
MEGESTROL ACETATE,ALLOPURINOL,63,219,151,-4.92,0,0
MEGESTROL ACETATE,ALLOPURINOL,60,219,151,-2.56,0,0
MEGESTROL ACETATE,ALLOPURINOL,32,219,151,-0.68,0,0
MEGESTROL ACETATE,ALLOPURINOL,29,219,151,-4.55,0,0
MEGESTROL ACETATE,ALLOPURINOL,5,219,151,3.31,0,1
MEGESTROL ACETATE,ALLOPURINOL,57,219,151,1.78,0,1
MEGESTROL ACETATE,ALLOPURINOL,38,219,151,-0.9,0,0
MEGESTROL ACETATE,ALLOPURINOL,30,219,151,1.99,0,1
MEGESTROL ACETATE,ALLOPURINOL,31,219,151,-2.35,0,0
MEGESTROL ACETATE,ALLOPURINOL,73,219,151,1.41,0,1
MEGESTROL ACETATE,ALLOPURINOL,71,219,151,3.58,0,1
MEGESTROL ACETATE,ALLOPURINOL,55,219,151,1.54,0,1
MEGESTROL ACETATE,ALLOPURINOL,8,219,151,0.53,0,1
MEGESTROL ACETATE,ALLOPURINOL,36,219,151,-2.16,0,0
MEGESTROL ACETATE,ALLOPURINOL,42,219,151,0.52,0,1
MEGESTROL ACETATE,ALLOPURINOL,52,219,151,-3.51,0,0
MEGESTROL ACETATE,ALLOPURINOL,25,219,151,4.82,0,1
MEGESTROL ACETATE,ALLOPURINOL,19,219,151,7.88,0,1
MEGESTROL ACETATE,ALLOPURINOL,17,219,151,5.21,0,1
MEGESTROL ACETATE,ALLOPURINOL,4,219,151,3.88,0,1
MEGESTROL ACETATE,ALLOPURINOL,21,219,151,-1.54,0,0
MEGESTROL ACETATE,ALLOPURINOL,54,219,151,8.31,0,1
MEGESTROL ACETATE,ALLOPURINOL,20,219,151,1.15,0,1
MEGESTROL ACETATE,ALLOPURINOL,14,219,151,-1.1,0,0
MEGESTROL ACETATE,ALLOPURINOL,48,219,151,1.37,0,1
MEGESTROL ACETATE,ALLOPURINOL,13,219,151,-4.11,0,0
MEGESTROL ACETATE,ALLOPURINOL,61,219,151,2.72,0,1
MEGESTROL ACETATE,ALLOPURINOL,35,219,151,3.25,0,1
MEGESTROL ACETATE,ALLOPURINOL,70,219,151,-2.1,0,0
MEGESTROL ACETATE,ALLOPURINOL,53,219,151,1.09,0,1
MEGESTROL ACETATE,ALLOPURINOL,37,219,151,-0.53,0,0
MEGESTROL ACETATE,ALLOPURINOL,50,219,151,2.93,0,1
GEFITINIB,NILOTINIB,21,655,8,-2.06,0,0
GEFITINIB,NILOTINIB,4,655,8,-4.56,0,0
GEFITINIB,NILOTINIB,20,655,8,-7.24,0,0
GEFITINIB,NILOTINIB,54,655,8,0.11,0,1
GEFITINIB,NILOTINIB,17,655,8,-3.65,0,0
GEFITINIB,NILOTINIB,25,655,8,-0.79,0,0
GEFITINIB,NILOTINIB,19,655,8,-2.48,0,0
GEFITINIB,NILOTINIB,70,655,8,-3.42,0,0
GEFITINIB,NILOTINIB,53,655,8,-0.92,0,0
GEFITINIB,NILOTINIB,35,655,8,1.31,0,1
GEFITINIB,NILOTINIB,50,655,8,-2.1,0,0
GEFITINIB,NILOTINIB,37,655,8,-12.62,0,0
GEFITINIB,NILOTINIB,3,655,8,3.89,0,1
GEFITINIB,NILOTINIB,14,655,8,-4.62,0,0
GEFITINIB,NILOTINIB,61,655,8,-1.57,0,0
GEFITINIB,NILOTINIB,48,655,8,-3.83,0,0
GEFITINIB,NILOTINIB,13,655,8,-4.45,0,0
GEFITINIB,NILOTINIB,63,655,8,-2.29,0,0
GEFITINIB,NILOTINIB,45,655,8,-2.91,0,0
GEFITINIB,NILOTINIB,33,655,8,6.21,0,1
GEFITINIB,NILOTINIB,29,655,8,-4.85,0,0
GEFITINIB,NILOTINIB,5,655,8,2.35,0,1
GEFITINIB,NILOTINIB,60,655,8,-1.78,0,0
GEFITINIB,NILOTINIB,32,655,8,-7.21,0,0
GEFITINIB,NILOTINIB,41,655,8,-3.23,0,0
GEFITINIB,NILOTINIB,39,655,8,-1.79,0,0
GEFITINIB,NILOTINIB,66,655,8,6.41,0,1
GEFITINIB,NILOTINIB,12,655,8,-8.94,0,0
GEFITINIB,NILOTINIB,16,655,8,-2.71,0,0
GEFITINIB,NILOTINIB,18,655,8,-3.54,0,0
GEFITINIB,NILOTINIB,46,655,8,1.68,0,1
GEFITINIB,NILOTINIB,55,655,8,-0.61,0,0
GEFITINIB,NILOTINIB,71,655,8,10.97,0,1
GEFITINIB,NILOTINIB,42,655,8,1.34,0,1
GEFITINIB,NILOTINIB,52,655,8,0.9,0,1
GEFITINIB,NILOTINIB,8,655,8,3.01,0,1
GEFITINIB,NILOTINIB,36,655,8,-5.91,0,0
GEFITINIB,NILOTINIB,57,655,8,6.13,0,1
GEFITINIB,NILOTINIB,38,655,8,-3.04,0,0
GEFITINIB,NILOTINIB,31,655,8,-3.41,0,0
GEFITINIB,NILOTINIB,73,655,8,1.54,0,1
GEFITINIB,NILOTINIB,30,655,8,-6.51,0,0
LOMUSTINE,ALLOPURINOL,41,566,151,-7.59,0,0
LOMUSTINE,ALLOPURINOL,39,566,151,0.47,0,1
LOMUSTINE,ALLOPURINOL,66,566,151,9.77,0,1
LOMUSTINE,ALLOPURINOL,12,566,151,-3.77,0,0
LOMUSTINE,ALLOPURINOL,16,566,151,-3.29,0,0
LOMUSTINE,ALLOPURINOL,18,566,151,-4.5,0,0
LOMUSTINE,ALLOPURINOL,46,566,151,-0.02,0,0
LOMUSTINE,ALLOPURINOL,63,566,151,-0.86,0,0
LOMUSTINE,ALLOPURINOL,45,566,151,-3.42,0,0
LOMUSTINE,ALLOPURINOL,33,566,151,-2.72,0,0
LOMUSTINE,ALLOPURINOL,29,566,151,0.18,0,1
LOMUSTINE,ALLOPURINOL,5,566,151,-2.79,0,0
LOMUSTINE,ALLOPURINOL,60,566,151,-3.03,0,0
LOMUSTINE,ALLOPURINOL,32,566,151,-5.0,0,0
LOMUSTINE,ALLOPURINOL,57,566,151,-0.38,0,0
LOMUSTINE,ALLOPURINOL,38,566,151,-2.76,0,0
LOMUSTINE,ALLOPURINOL,31,566,151,3.14,0,1
LOMUSTINE,ALLOPURINOL,73,566,151,-2.09,0,0
LOMUSTINE,ALLOPURINOL,30,566,151,10.07,0,1
LOMUSTINE,ALLOPURINOL,55,566,151,-2.9,0,0
LOMUSTINE,ALLOPURINOL,71,566,151,1.35,0,1
LOMUSTINE,ALLOPURINOL,42,566,151,-7.27,0,0
LOMUSTINE,ALLOPURINOL,52,566,151,-7.5,0,0
LOMUSTINE,ALLOPURINOL,8,566,151,-9.57,0,0
LOMUSTINE,ALLOPURINOL,36,566,151,-2.23,0,0
LOMUSTINE,ALLOPURINOL,17,566,151,-2.41,0,0
LOMUSTINE,ALLOPURINOL,25,566,151,-4.03,0,0
LOMUSTINE,ALLOPURINOL,19,566,151,-5.48,0,0
LOMUSTINE,ALLOPURINOL,21,566,151,-10.51,0,0
LOMUSTINE,ALLOPURINOL,4,566,151,-3.81,0,0
LOMUSTINE,ALLOPURINOL,20,566,151,-5.11,0,0
LOMUSTINE,ALLOPURINOL,54,566,151,-0.52,0,0
LOMUSTINE,ALLOPURINOL,14,566,151,-9.16,0,0
LOMUSTINE,ALLOPURINOL,61,566,151,-5.36,0,0
LOMUSTINE,ALLOPURINOL,48,566,151,-5.98,0,0
LOMUSTINE,ALLOPURINOL,13,566,151,-2.29,0,0
LOMUSTINE,ALLOPURINOL,70,566,151,-9.2,0,0
LOMUSTINE,ALLOPURINOL,53,566,151,-1.25,0,0
LOMUSTINE,ALLOPURINOL,35,566,151,4.8,0,1
LOMUSTINE,ALLOPURINOL,50,566,151,-7.6,0,0
LOMUSTINE,ALLOPURINOL,37,566,151,-1.78,0,0
PEMETREXED,NILOTINIB,54,498,8,-0.8,0,0
PEMETREXED,NILOTINIB,20,498,8,2.79,0,1
PEMETREXED,NILOTINIB,21,498,8,-3.67,0,0
PEMETREXED,NILOTINIB,25,498,8,-3.41,0,0
PEMETREXED,NILOTINIB,19,498,8,-5.93,0,0
PEMETREXED,NILOTINIB,17,498,8,4.47,0,1
PEMETREXED,NILOTINIB,37,498,8,2.73,0,1
PEMETREXED,NILOTINIB,50,498,8,8.5,0,1
PEMETREXED,NILOTINIB,35,498,8,4.29,0,1
PEMETREXED,NILOTINIB,70,498,8,0.24,0,1
PEMETREXED,NILOTINIB,53,498,8,-1.43,0,0
PEMETREXED,NILOTINIB,48,498,8,-1.48,0,0
PEMETREXED,NILOTINIB,13,498,8,-0.33,0,0
PEMETREXED,NILOTINIB,61,498,8,2.95,0,1
PEMETREXED,NILOTINIB,3,498,8,-8.85,0,0
PEMETREXED,NILOTINIB,14,498,8,-0.97,0,0
PEMETREXED,NILOTINIB,60,498,8,-11.81,0,0
PEMETREXED,NILOTINIB,32,498,8,-10.7,0,0
PEMETREXED,NILOTINIB,29,498,8,3.35,0,1
PEMETREXED,NILOTINIB,5,498,8,2.11,0,1
PEMETREXED,NILOTINIB,45,498,8,6.28,0,1
PEMETREXED,NILOTINIB,33,498,8,3.63,0,1
PEMETREXED,NILOTINIB,63,498,8,1.06,0,1
PEMETREXED,NILOTINIB,18,498,8,0.57,0,1
PEMETREXED,NILOTINIB,46,498,8,13.32,0,1
PEMETREXED,NILOTINIB,12,498,8,-0.4,0,0
PEMETREXED,NILOTINIB,16,498,8,0.8,0,1
PEMETREXED,NILOTINIB,39,498,8,-0.35,0,0
PEMETREXED,NILOTINIB,66,498,8,7.16,0,1
PEMETREXED,NILOTINIB,41,498,8,5.21,0,1
PEMETREXED,NILOTINIB,8,498,8,1.95,0,1
PEMETREXED,NILOTINIB,36,498,8,3.73,0,1
PEMETREXED,NILOTINIB,42,498,8,-11.93,0,0
PEMETREXED,NILOTINIB,52,498,8,2.71,0,1
PEMETREXED,NILOTINIB,71,498,8,1.61,0,1
PEMETREXED,NILOTINIB,55,498,8,8.76,0,1
PEMETREXED,NILOTINIB,30,498,8,0.6,0,1
PEMETREXED,NILOTINIB,31,498,8,1.71,0,1
PEMETREXED,NILOTINIB,73,498,8,1.37,0,1
PEMETREXED,NILOTINIB,57,498,8,6.53,0,1
PEMETREXED,NILOTINIB,38,498,8,-5.67,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,71,65,151,9.08,0,1
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,55,65,151,-3.06,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,8,65,151,-7.3,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,36,65,151,-3.68,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,42,65,151,-1.83,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,52,65,151,-1.92,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,57,65,151,4.59,0,1
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,38,65,151,-7.95,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,30,65,151,0.01,0,1
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,31,65,151,-1.3,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,73,65,151,1.99,0,1
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,45,65,151,-9.65,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,33,65,151,-3.21,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,63,65,151,-7.82,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,60,65,151,-4.49,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,32,65,151,-6.69,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,29,65,151,-11.74,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,5,65,151,-5.02,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,39,65,151,-7.7,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,66,65,151,4.91,0,1
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,41,65,151,-3.67,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,18,65,151,-3.64,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,46,65,151,3.43,0,1
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,12,65,151,-1.39,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,16,65,151,-4.09,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,35,65,151,2.97,0,1
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,70,65,151,-0.88,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,53,65,151,-1.03,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,37,65,151,-4.08,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,50,65,151,-8.1,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,14,65,151,-6.09,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,48,65,151,-6.25,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,13,65,151,-2.6,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,61,65,151,-4.42,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,4,65,151,-2.07,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,21,65,151,-12.13,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,54,65,151,-2.12,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,20,65,151,-3.45,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,25,65,151,-0.83,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,19,65,151,-3.26,0,0
DAUNORUBICIN HYDROCHLORIDE,ALLOPURINOL,17,65,151,-0.73,0,0
TENIPOSIDE,HYDROXYUREA,18,589,352,-2.77,0,0
TENIPOSIDE,HYDROXYUREA,46,589,352,-1.21,0,0
TENIPOSIDE,HYDROXYUREA,12,589,352,3.62,0,1
TENIPOSIDE,HYDROXYUREA,16,589,352,1.2,0,1
TENIPOSIDE,HYDROXYUREA,39,589,352,-1.7,0,0
TENIPOSIDE,HYDROXYUREA,66,589,352,4.13,0,1
TENIPOSIDE,HYDROXYUREA,41,589,352,3.17,0,1
TENIPOSIDE,HYDROXYUREA,60,589,352,6.01,0,1
