Drug1,Drug2,cell,drug1_db,drug2_db,synergy,sideeffect,synergistic
LOMUSTINE,CARMUSTINE,40,356,227,-5.49,0,0
LOMUSTINE,CARMUSTINE,61,356,227,-6.56,0,0
MEGESTROL ACETATE,CARMUSTINE,39,92,227,0.85,0,1
MEGESTROL ACETATE,CARMUSTINE,30,92,227,-3.39,0,0
MEGESTROL ACETATE,CARMUSTINE,54,92,227,8.56,0,1
MEGESTROL ACETATE,CARMUSTINE,23,92,227,3.49,1,1
MEGESTROL ACETATE,CARMUSTINE,6,92,227,-3.15,1,0
MEGESTROL ACETATE,CARMUSTINE,62,92,227,-1.01,0,0
MEGESTROL ACETATE,CARMUSTINE,68,92,227,-1.96,1,0
MEGESTROL ACETATE,CARMUSTINE,18,92,227,0.11,0,1
MEGESTROL ACETATE,CARMUSTINE,57,92,227,-4.51,0,0
MEGESTROL ACETATE,CARMUSTINE,67,92,227,1.49,0,1
MEGESTROL ACETATE,CARMUSTINE,44,92,227,0.89,1,1
MEGESTROL ACETATE,CARMUSTINE,47,92,227,-2.82,0,0
MEGESTROL ACETATE,CARMUSTINE,11,92,227,5.42,0,1
MEGESTROL ACETATE,CARMUSTINE,2,92,227,1.74,1,1
MEGESTROL ACETATE,CARMUSTINE,8,92,227,4.21,0,1
MEGESTROL ACETATE,CARMUSTINE,17,92,227,-0.9,1,0
MEGESTROL ACETATE,CARMUSTINE,1,92,227,0.23,0,1
MEGESTROL ACETATE,CARMUSTINE,28,92,227,6.19,0,1
MEGESTROL ACETATE,CARMUSTINE,5,92,227,-1.47,0,0
MEGESTROL ACETATE,CARMUSTINE,25,92,227,-1.49,1,0
MEGESTROL ACETATE,CARMUSTINE,60,92,227,-0.95,0,0
MEGESTROL ACETATE,CARMUSTINE,26,92,227,6.45,1,1
MEGESTROL ACETATE,CARMUSTINE,66,92,227,3.53,0,1
MEGESTROL ACETATE,CARMUSTINE,49,92,227,0.63,0,1
MEGESTROL ACETATE,CARMUSTINE,69,92,227,-0.06,1,0
MEGESTROL ACETATE,CARMUSTINE,34,92,227,1.61,0,1
MEGESTROL ACETATE,CARMUSTINE,64,92,227,0.73,1,1
MEGESTROL ACETATE,CARMUSTINE,53,92,227,0.07,1,1
MEGESTROL ACETATE,CARMUSTINE,38,92,227,20.05,1,1
MEGESTROL ACETATE,CARMUSTINE,45,92,227,2.12,1,1
MEGESTROL ACETATE,CARMUSTINE,65,92,227,9.13,0,1
MEGESTROL ACETATE,CARMUSTINE,32,92,227,0.94,0,1
MEGESTROL ACETATE,CARMUSTINE,75,92,227,7.6,0,1
MEGESTROL ACETATE,CARMUSTINE,29,92,227,-1.72,0,0
MEGESTROL ACETATE,CARMUSTINE,72,92,227,-1.21,0,0
MEGESTROL ACETATE,CARMUSTINE,24,92,227,3.07,0,1
MEGESTROL ACETATE,CARMUSTINE,36,92,227,0.27,1,1
MEGESTROL ACETATE,CARMUSTINE,31,92,227,-0.22,0,0
MEGESTROL ACETATE,CARMUSTINE,55,92,227,-0.84,1,0
MEGESTROL ACETATE,CARMUSTINE,61,92,227,1.83,0,1
MEGESTROL ACETATE,CARMUSTINE,4,92,227,-2.27,0,0
MEGESTROL ACETATE,CARMUSTINE,40,92,227,2.72,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,34,97,529,7.92,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,64,97,529,4.23,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,53,97,529,15.72,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,38,97,529,6.85,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,45,97,529,3.03,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,32,97,529,6.01,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,65,97,529,5.63,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,29,97,529,8.11,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,75,97,529,8.21,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,72,97,529,3.66,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,24,97,529,5.55,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,36,97,529,5.04,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,55,97,529,18.51,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,31,97,529,6.27,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,61,97,529,4.7,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,40,97,529,4.16,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,4,97,529,1.6,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,39,97,529,12.66,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,54,97,529,9.22,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,6,97,529,6.89,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,23,97,529,6.57,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,68,97,529,9.37,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,62,97,529,3.91,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,18,97,529,11.71,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,67,97,529,7.07,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,57,97,529,7.72,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,47,97,529,24.55,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,44,97,529,14.01,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,2,97,529,10.07,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,11,97,529,20.14,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,8,97,529,7.6,1,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,17,97,529,15.44,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,28,97,529,4.08,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,1,97,529,2.43,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,25,97,529,2.91,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,5,97,529,-0.13,0,0
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,26,97,529,7.02,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,60,97,529,16.65,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,49,97,529,3.49,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,66,97,529,8.65,0,1
CABAZITAXEL,ERLOTINIB HYDROCHLORIDE,69,97,529,10.22,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,68,27,529,6.75,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,62,27,529,2.93,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,6,27,529,-2.61,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,23,27,529,0.31,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,54,27,529,-1.47,1,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,30,27,529,4.62,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,39,27,529,-2.26,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,2,27,529,0.13,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,11,27,529,8.13,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,47,27,529,-0.55,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,44,27,529,-2.36,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,67,27,529,0.06,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,57,27,529,4.65,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,18,27,529,-0.26,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,25,27,529,-3.53,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,5,27,529,-6.93,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,28,27,529,-0.56,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,1,27,529,-9.95,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,17,27,529,6.49,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,8,27,529,-6.29,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,69,27,529,-2.85,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,49,27,529,0.45,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,66,27,529,16.38,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,26,27,529,1.12,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,60,27,529,13.48,1,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,38,27,529,0.1,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,53,27,529,-3.44,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,64,27,529,1.61,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,34,27,529,-2.25,1,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,32,27,529,5.37,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,65,27,529,-0.25,1,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,45,27,529,2.39,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,36,27,529,-2.63,1,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,24,27,529,-0.83,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,72,27,529,0.19,0,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,29,27,529,-1.79,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,75,27,529,-0.45,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,40,27,529,-1.18,1,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,4,27,529,-2.7,0,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,61,27,529,1.53,1,1
VANDETANIB,ERLOTINIB HYDROCHLORIDE,55,27,529,-1.51,1,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,31,27,529,-3.31,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,60,382,227,-6.17,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,26,382,227,4.35,1,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,66,382,227,2.9,0,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,49,382,227,1.28,1,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,69,382,227,-2.9,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,8,382,227,-3.08,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,17,382,227,-0.2,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,1,382,227,4.51,1,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,28,382,227,3.33,0,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,5,382,227,-4.93,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,25,382,227,-5.12,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,18,382,227,-6.22,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,57,382,227,-8.83,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,67,382,227,-4.88,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,44,382,227,-1.05,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,47,382,227,-4.34,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,11,382,227,2.01,0,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,2,382,227,-3.19,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,39,382,227,-10.06,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,30,382,227,-3.84,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,54,382,227,0.65,0,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,23,382,227,-5.05,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,6,382,227,-11.87,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,62,382,227,-5.4,1,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,68,382,227,-0.27,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,31,382,227,-3.51,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,55,382,227,-6.33,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,61,382,227,-3.69,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,4,382,227,-1.48,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,40,382,227,-2.2,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,75,382,227,4.65,0,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,29,382,227,0.71,0,1
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,72,382,227,-5.1,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,24,382,227,-3.62,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,36,382,227,-3.21,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,45,382,227,-3.32,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,65,382,227,-6.57,1,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,32,382,227,-4.52,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,34,382,227,-6.1,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,64,382,227,-4.47,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,53,382,227,-6.16,0,0
DAUNORUBICIN HYDROCHLORIDE,CARMUSTINE,38,382,227,3.1,1,1
DEXRAZOXANE,PRALATREXATE,24,599,299,-2.45,0,0
DEXRAZOXANE,PRALATREXATE,36,599,299,-3.74,1,0
DEXRAZOXANE,PRALATREXATE,29,599,299,-9.28,1,0
DEXRAZOXANE,PRALATREXATE,75,599,299,-1.42,0,0
DEXRAZOXANE,PRALATREXATE,72,599,299,-11.0,0,0
DEXRAZOXANE,PRALATREXATE,61,599,299,-3.59,1,0
DEXRAZOXANE,PRALATREXATE,40,599,299,-11.62,0,0
DEXRAZOXANE,PRALATREXATE,4,599,299,-2.18,1,0
DEXRAZOXANE,PRALATREXATE,55,599,299,-4.67,1,0
DEXRAZOXANE,PRALATREXATE,31,599,299,-4.33,0,0
DEXRAZOXANE,PRALATREXATE,53,599,299,-6.85,0,0
DEXRAZOXANE,PRALATREXATE,38,599,299,-5.79,0,0
DEXRAZOXANE,PRALATREXATE,34,599,299,-10.02,0,0
DEXRAZOXANE,PRALATREXATE,64,599,299,-7.79,0,0
DEXRAZOXANE,PRALATREXATE,45,599,299,-3.84,0,0
DEXRAZOXANE,PRALATREXATE,32,599,299,-4.1,0,0
DEXRAZOXANE,PRALATREXATE,65,599,299,-4.41,0,0
DEXRAZOXANE,PRALATREXATE,28,599,299,1.6,1,1
DEXRAZOXANE,PRALATREXATE,1,599,299,-7.98,1,0
DEXRAZOXANE,PRALATREXATE,25,599,299,-13.89,0,0
DEXRAZOXANE,PRALATREXATE,5,599,299,-7.29,1,0
DEXRAZOXANE,PRALATREXATE,8,599,299,-7.19,0,0
DEXRAZOXANE,PRALATREXATE,17,599,299,-3.12,1,0
DEXRAZOXANE,PRALATREXATE,49,599,299,-7.56,0,0
DEXRAZOXANE,PRALATREXATE,66,599,299,-13.23,0,0
DEXRAZOXANE,PRALATREXATE,69,599,299,-9.66,0,0
DEXRAZOXANE,PRALATREXATE,26,599,299,-10.33,0,0
DEXRAZOXANE,PRALATREXATE,60,599,299,-5.98,1,0
DEXRAZOXANE,PRALATREXATE,6,599,299,-13.96,1,0
DEXRAZOXANE,PRALATREXATE,23,599,299,-3.76,0,0
DEXRAZOXANE,PRALATREXATE,68,599,299,-16.82,0,0
DEXRAZOXANE,PRALATREXATE,62,599,299,-9.55,0,0
DEXRAZOXANE,PRALATREXATE,39,599,299,-5.48,0,0
DEXRAZOXANE,PRALATREXATE,54,599,299,-6.84,0,0
DEXRAZOXANE,PRALATREXATE,30,599,299,-1.25,1,0
DEXRAZOXANE,PRALATREXATE,47,599,299,-1.71,0,0
DEXRAZOXANE,PRALATREXATE,44,599,299,-2.2,0,0
DEXRAZOXANE,PRALATREXATE,2,599,299,-3.99,0,0
DEXRAZOXANE,PRALATREXATE,11,599,299,-1.16,0,0
DEXRAZOXANE,PRALATREXATE,18,599,299,-9.04,0,0
DEXRAZOXANE,PRALATREXATE,67,599,299,-5.82,1,0
DEXRAZOXANE,PRALATREXATE,57,599,299,-15.62,1,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,4,572,529,-0.69,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,40,572,529,-1.27,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,61,572,529,2.45,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,31,572,529,-1.62,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,55,572,529,8.76,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,36,572,529,1.56,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,24,572,529,-1.1,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,72,572,529,-1.61,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,75,572,529,1.09,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,29,572,529,0.19,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,65,572,529,-1.48,1,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,32,572,529,8.28,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,45,572,529,3.36,1,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,38,572,529,0.22,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,53,572,529,-3.11,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,64,572,529,0.36,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,34,572,529,3.47,1,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,69,572,529,1.01,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,66,572,529,1.6,1,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,49,572,529,-5.61,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,60,572,529,21.15,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,26,572,529,-0.01,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,5,572,529,-1.71,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,25,572,529,-1.63,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,1,572,529,0.76,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,28,572,529,2.55,1,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,17,572,529,-1.47,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,8,572,529,-1.84,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,11,572,529,16.13,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,2,572,529,2.04,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,44,572,529,2.26,1,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,47,572,529,1.68,1,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,57,572,529,4.07,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,67,572,529,2.08,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,18,572,529,-1.04,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,62,572,529,1.21,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,68,572,529,5.19,1,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,23,572,529,2.19,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,6,572,529,-0.97,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,30,572,529,2.77,0,1
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,54,572,529,-1.72,0,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,39,572,529,4.57,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,32,464,529,7.66,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,65,464,529,-2.56,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,45,464,529,3.54,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,64,464,529,4.28,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,34,464,529,-3.55,1,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,38,464,529,-0.78,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,53,464,529,-0.08,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,55,464,529,4.84,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,31,464,529,-1.28,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,40,464,529,-2.16,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,4,464,529,-2.64,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,61,464,529,0.54,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,72,464,529,2.29,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,29,464,529,-1.66,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,75,464,529,0.88,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,36,464,529,-3.29,1,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,24,464,529,0.32,1,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,67,464,529,-1.64,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,57,464,529,3.84,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,18,464,529,-1.35,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,2,464,529,-0.91,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,11,464,529,14.86,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,47,464,529,0.5,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,44,464,529,0.19,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,54,464,529,-2.59,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,30,464,529,-0.41,1,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,39,464,529,-0.7,1,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,68,464,529,5.38,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,62,464,529,-8.52,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,6,464,529,-5.0,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,23,464,529,1.02,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,26,464,529,0.47,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,60,464,529,21.77,1,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,69,464,529,-2.69,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,49,464,529,-0.92,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,66,464,529,20.16,1,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,17,464,529,3.11,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,8,464,529,-1.87,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,25,464,529,-5.09,1,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,5,464,529,-5.8,0,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,28,464,529,2.29,0,1
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,1,464,529,-9.73,0,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,24,22,529,3.56,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,36,22,529,2.58,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,75,22,529,1.52,1,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,29,22,529,-0.9,1,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,72,22,529,0.54,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,61,22,529,2.24,1,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,4,22,529,0.99,1,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,40,22,529,-1.46,0,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,31,22,529,3.54,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,55,22,529,9.82,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,53,22,529,-0.21,0,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,38,22,529,6.08,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,34,22,529,-3.81,0,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,64,22,529,7.52,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,45,22,529,2.38,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,65,22,529,-1.9,0,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,32,22,529,5.48,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,1,22,529,4.56,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,28,22,529,1.35,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,5,22,529,0.58,1,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,25,22,529,-2.42,0,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,8,22,529,-3.5,1,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,17,22,529,4.41,1,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,66,22,529,5.28,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,49,22,529,0.03,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,69,22,529,0.16,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,60,22,529,25.29,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,26,22,529,4.11,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,23,22,529,9.75,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,6,22,529,-3.2,0,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,62,22,529,2.39,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,68,22,529,9.55,1,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,39,22,529,7.86,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,30,22,529,2.29,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,54,22,529,0.34,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,44,22,529,2.25,0,1
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,47,22,529,-0.07,0,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,11,22,529,16.77,0,1
